record_type,event_id,edition_id,field,conflict_notes,source_url
evidence,evt-producttank,,history/fit,Old guidance; current directory page confirms route persists.,https://www.mindtheproduct.com/takes-speak-mind-product/
evidence,evt-producttank,,history/fit,Old guidance; no specific session title/speaker.,https://www.mindtheproduct.com/takes-speak-mind-product/
evidence,evt-uxdx,ed-evt-uxdx-uxdx-new-york-2027,program fit,Program was partially announced while speaker call remained open.,https://uxdx.com/usa/2027/agenda/
evidence,evt-uxdx,ed-evt-uxdx-uxdx-new-york-2027,program fit,"Current-edition precedent, not past edition.",https://uxdx.com/usa/2027/agenda/
evidence,evt-agenticcon,ed-evt-agenticcon-agenticcon-2027,cfp_status;deadline;formats;topic_fit,Also conflicts on October 20 versus November 17 notifications,https://agenticcon.com/cfp
evidence,evt-agenticcon,ed-evt-agenticcon-agenticcon-2027,audience;dates;history,No prior-edition history,https://agenticcon.com/
evidence,evt-ai-agent-event,ed-evt-ai-agent-event-ai-agent-event-2027,cfp_status;deadline;audience;requirements,Year is supplied by the 2027 page context; no time zone stated,https://www.aiagentevent.com/east/call-for-speakers.aspx
evidence,evt-ai-agent-event,ed-evt-ai-agent-event-ai-agent-event-2027,dates;location;attendance,Agenda contains stale 2026 date rows; edition header is used,https://www.aiagentevent.com/east/
evidence,evt-ai-agent-event,ed-evt-ai-agent-event-ai-agent-event-2027,past_program_fit,Archive mixes 2026 program content into 2027 site,https://www.aiagentevent.com/east/speakers.aspx
evidence,evt-ai-tinkerers-boston,ed-evt-ai-tinkerers-boston-ai-tinkerers-boston-next-relevant-meetup,historical_route;status,Historical and closed,https://boston.aitinkerers.org/meetup/mu_G1FdVK6XFgw/speaking
evidence,evt-ai-tinkerers-calgary,ed-evt-ai-tinkerers-calgary-ai-tinkerers-calgary-next-relevant-meetup,historical_route;topic_fit;format,Historical and closed,https://calgary.aitinkerers.org/p/ai-tinkerers-calgary-meetup-thursday-october-30-2025
evidence,evt-ai-tinkerers-seattle,ed-evt-ai-tinkerers-seattle-ai-tinkerers-seattle-next-relevant-meetup,historical_route;topic_fit;format,Historical and closed,https://seattle.aitinkerers.org/meetup/mu_WvmmoUs4VSY/speaking
evidence,evt-aoma-adaptive-organizations-meet-architecture,ed-evt-aoma-adaptive-organizations-meet-architecture-aoma-2027,cfp_status;deadline;format;travel_support;topic_fit,Source says CET on a date when Berlin commonly observes CEST; retained verbatim,https://aoma-conference.com/2027/cfp/
evidence,evt-aoma-adaptive-organizations-meet-architecture,ed-evt-aoma-adaptive-organizations-meet-architecture-aoma-2027,history;past_program_fit,No two named AI sessions verified,https://aoma-conference.com/2027/cfp/
evidence,evt-arc-software-architecture-and-engineering-conference,ed-evt-arc-software-architecture-and-engineering-conference-arc-2027,dates;audience;route;eligibility,No deadline or format found,https://futurewitharc.com/
evidence,evt-berlin-buzzwords,ed-evt-berlin-buzzwords-berlin-buzzwords-next-cycle,history;topic_fit;status,No 2027 call confirmed,https://2026.berlinbuzzwords.de/call-for-papers/
evidence,evt-devopsdays-los-angeles,ed-evt-devopsdays-los-angeles-devopsdays-los-angeles-2027,status;deadline,Local page says CFP TBD,https://devopsdays.org/speaking/
evidence,evt-devopsdays-los-angeles,ed-evt-devopsdays-los-angeles-devopsdays-los-angeles-2027,status;format;requirements,Conflicts with global official index,https://devopsdays.org/events/2027-los-angeles/propose/
evidence,evt-devopsdays-raleigh,ed-evt-devopsdays-raleigh-devopsdays-raleigh-2027,status;deadline;formats;requirements,Notification date equals opening and precedes close,https://devopsdays.org/events/2027-raleigh/propose/
evidence,evt-dutch-ai-conference,ed-evt-dutch-ai-conference-dutch-ai-conference-2027,cfp_status;deadline;audience;travel_support,Page contains stale March 10–12 dates alongside March 16–18 2027 header/footer,https://aiconference.nl/meet-the-speakers/call-for-presentations/
evidence,evt-european-chatbot-and-agentic-ai-summit,ed-evt-european-chatbot-and-agentic-ai-summit-european-chatbot-and-agentic-,cfp_status;deadline;topic_fit,Conflicts with home page saying call will open soon,https://theeuropeanchatbot.com/call-for-speakers/
evidence,evt-european-chatbot-and-agentic-ai-summit,ed-evt-european-chatbot-and-agentic-ai-summit-european-chatbot-and-agentic-,dates;location;recording_rights;status,Official date and CFP-status conflicts retained,https://theeuropeanchatbot.com/
evidence,evt-great-international-developer-summit,ed-evt-great-international-developer-summit-gids-2027,cfp_status;deadline;formats;requirements;travel_support,Support is discretionary and reimbursed after valid bills,https://form.jotform.com/saltmarch/gids2027cfp
evidence,evt-haystack-conference,ed-evt-haystack-conference-haystack-europe-2026,dates;program_fit;format,Topic saturation makes a basic glossary pitch weak,https://haystackconf.com/sessions/
evidence,evt-mlops-community-meetups,ed-evt-mlops-community-meetups-mlops-community-local-meetup-route,audience;history;route,No universal proposal form or dated route,https://mlops.community/meetups
evidence,evt-naacl-conference,ed-evt-naacl-conference-naacl-2027,route;eligibility;topic_fit,"Research-paper route, not a talk CFP",https://2027.naacl.org/calls/main_conference_papers/
evidence,evt-platformcon-live-day-san-francisco,ed-evt-platformcon-live-day-san-francisco-platformcon-live-day-san-francisc,cfp_status;deadline;format;audience,EST is unusual for a San Francisco event and retained verbatim,https://sanfrancisco.platformcon.com/cfp
evidence,evt-qcon-london,ed-evt-qcon-london-qcon-london-2027,route;eligibility;travel_support,Not an open CFP,https://qconlondon.com/faq/apr2025
evidence,evt-srecon-americas,ed-evt-srecon-americas-srecon27-americas,past_program_fit,Two related sessions on same program page,https://www.usenix.org/conference/srecon26americas/program
evidence,evt-text-retrieval-conference,ed-evt-text-retrieval-conference-trec-2026,route;eligibility;requirements,Not an ordinary speaker CFP; anticipated timeline TBA,https://trec.nist.gov/cfp.html
evidence,evt-voxxed-days-luxembourg,ed-evt-voxxed-days-luxembourg-voxxed-days-luxembourg-2027,dates;status;topic_fit;history,Exact CFP dates not published,https://luxembourg.voxxeddays.com/en/
evidence,evt-lilly-conference-san-diego,ed-evt-lilly-conference-san-diego-lilly-san-diego-2027,history;audience;reach,Organizer-reported reach,https://www.lillyconferences.com/about
evidence,evt-lilly-conference-austin,ed-evt-lilly-conference-austin-lilly-austin-2027,dates;cfp_status;fit,Deadline absent,https://www.lillyconferences.com/
evidence,evt-bett-uk,ed-evt-bett-uk-bett-uk-2027,cfp_status;formats;requirements,First-look deadline passed; ongoing does not mean normal-program availability,https://uk.bettshow.com/call-for-speakers
evidence,evt-bett-uk,ed-evt-bett-uk-bett-uk-2027,dates;reach;audience,Organizer-reported figures,https://uk.bettshow.com/
evidence,evt-ohio-state-learning-design-day,ed-evt-ohio-state-learning-design-day-ohio-state-learning-design-day-2027,cfp_status;deadline;formats;fit,External eligibility not explicit,https://cete.osu.edu/ohio-state-learning-design-day-call-for-proposals/
evidence,evt-international-conference-on-learning,ed-evt-international-conference-on-learning-thirty-fourth-international-con,dates;fit;history,Deadline and economics not captured,https://thelearner.com/2027-conference/call-for-papers
evidence,evt-international-conference-on-ai-in-education-2027,ed-evt-international-conference-on-ai-in-education-2027-icaied-london-2027,cfp_status;deadline;requirements;history,New organization; track record unverified,https://www.icaied.org/call-for-papers
evidence,evt-honolulu-education-conference,ed-evt-honolulu-education-conference-honolulu-education-conference-2027,cfp_status;deadline;fit,Organizer/reputation not independently checked,https://intesda.org/education-conference/
evidence,evt-elearning-africa,ed-evt-elearning-africa-elearning-africa-2027,dates;history;audience,Organizer-reported aggregate figures,https://www.elearning-africa.com/conference2027/conference.php
evidence,evt-elearning-africa,ed-evt-elearning-africa-elearning-africa-2027,cfp_status;eligibility;costs,Direct official conflict; status unknown,https://proposals.elearning-africa.com/
evidence,evt-herdsa-annual-conference,ed-evt-herdsa-annual-conference-herdsa-2027,cfp_status;conflict,Stale date widgets must not be interpreted as 2027 dates,https://conference.herdsa.org.au/2027/
evidence,evt-educause-annual-conference,ed-evt-educause-annual-conference-educause-2027-annual-conference,historical_cfp;fit;costs,Terms belong to 2026 only,https://events.educause.edu/annual-conference/call-for-proposals
evidence,evt-nercomp-annual-conference,ed-evt-nercomp-annual-conference-nercomp-annual-conference-2027,historical_cfp;fit;costs,Terms belong to 2026 only,https://events.educause.edu/nercomp-annual-conference/2026/call-for-proposals
evidence,evt-teaching-professor-conference,ed-evt-teaching-professor-conference-teaching-professor-conference-2027,historical_cfp;costs,Terms belong to 2026 edition,https://www.magnapubs.com/teaching-professor-conference/call-for-proposals/
evidence,evt-sxsw-edu-conference-and-festival,ed-evt-sxsw-edu-conference-and-festival-sxsw-edu-2027,dates;reach;audience,Organizer-reported figures,https://sxswedu.com/
evidence,evt-asu-gsv-summit,ed-evt-asu-gsv-summit-asu-gsv-summit-2027,dates;audience;reach,Organizer-reported figures,https://asugsvsummit.com/
evidence,evt-asu-gsv-summit,ed-evt-asu-gsv-summit-asu-gsv-summit-2027,submission_route,"Classified invitation-only/curated, not open CFP",https://asugsvsummit.com/faq
evidence,evt-alt-annual-conference,ed-evt-alt-annual-conference-alt-annual-conference-2027,historical_cfp;formats,No 2027 edition confirmed,https://www.alt.ac.uk/altc26-call-proposals-0
evidence,evt-alt-annual-conference,ed-evt-alt-annual-conference-alt-annual-conference-2027,year_round_route,Suggestion route is not a formal open call,https://www.alt.ac.uk/events
evidence,evt-devlearn-conference-and-expo,ed-evt-devlearn-conference-and-expo-devlearn-2026,dates;audience;reach,Organizer-reported scale,https://www.learningguild.com/articles/devlearn-conference-and-expo-launches-the-2026-program-with-expanded-tracks-hands-on-learning-and-new-ways-to-connect
evidence,evt-bett-asia,ed-evt-bett-asia-bett-asia-2027-reserve-forward-call,cfp_status;eligibility,No 2027 date or deadline,https://asia.bettshow.com/page-en/call-for-papers
evidence,evt-stlhe-annual-conference,ed-evt-stlhe-annual-conference-stlhe-2027,historical_eligibility;formats,No 2027 edition confirmed,https://stlhe.ca/conferences/2026-stlhe-conference/call-for-proposals/
evidence,evt-stlhe-annual-conference,ed-evt-stlhe-annual-conference-stlhe-2027,reach,Prior-edition organizer marketing figure,https://www.stlhe.ca/wp-content/uploads/2025/02/stlhe_sponsorship_2025-01-22.pdf
evidence,evt-usdla-national-conference,ed-evt-usdla-national-conference-usdla-2027-national-conference,past_session,"Adjacent USDLA event, not national-conference session",https://usdla.org/events/public-policy-week/
evidence,evt-bett-uk,ed-evt-bett-uk-bett-uk-2027,current_program_fit,"Current, not past-session evidence",https://uk.bettshow.com/agenda-highlights
evidence,evt-bett-uk,ed-evt-bett-uk-bett-uk-2027,current_program_fit,"Current preference, not past-session evidence",https://uk.bettshow.com/call-for-speakers
evidence,evt-olc-innovate,ed-evt-olc-innovate-olc-innovate-2027,program_fit,Not a past-session record,https://onlinelearningconsortium.org/conferences/olc-innovate2027/present/
evidence,evt-olc-innovate,ed-evt-olc-innovate-olc-innovate-2027,history,Specific past-session title not captured,https://onlinelearningconsortium.org/conferences/olc-innovate2027/
evidence,evt-teaching-and-learning-with-ai-conference,ed-evt-teaching-and-learning-with-ai-conference-teaching-and-learning-with-,past_session,URL slug says 2025 but page text identifies the embedded 2023 program,https://aiforall.ucf.edu/document/teaching-and-learning-with-ai-ucf-agenda-2025/
evidence,evt-teaching-and-learning-with-ai-conference,ed-evt-teaching-and-learning-with-ai-conference-teaching-and-learning-with-,past_program_theme,Second exact past-session title not captured,https://aiforall.ucf.edu/teachwithai/
evidence,evt-elearning-africa,ed-evt-elearning-africa-elearning-africa-2027,current_topics,Conflicts with form's closed-2026 message,https://www.elearning-africa.com/conference2027/programme_sub_themes.php
evidence,evt-educause-annual-conference,ed-evt-educause-annual-conference-educause-2027-annual-conference,past_session_theme,Not an exact past-session record,https://events.educause.edu/annual-conference/call-for-proposals
deadline,evt-pod-network-annual-conference,ed-evt-pod-network-annual-conference-pod-network-2026-annual-conference,cfp_deadline,Extended deadline,https://podnetwork.org/annual-conference/baltimore-2026-draft/call-for-proposals/
deadline,evt-bett-uk,ed-evt-bett-uk-bett-uk-2027,cfp_first_look,Passed; ongoing form is reserve-list/2028 consideration,https://uk.bettshow.com/call-for-speakers
deadline,evt-kubecon-cloudnativecon-north-america,ed-evt-kubecon-cloudnativecon-north-america-kubecon-cloudnativecon-north-am,cfp_close,Closed before run date,https://events.linuxfoundation.org/kubecon-cloudnativecon-north-america/program/cfp/
deadline,evt-isaqb-software-architecture-gathering,ed-evt-isaqb-software-architecture-gathering-isaqb-software-architecture-ga,cfp_close,Closed before research run.,https://www.software-architecture-gathering.com/call-for-papers/
deadline,evt-ai-festival,ed-evt-ai-festival-ai-festival-2027,first_phase_deadline,Passed before research run.,https://en.aifestival.it/call/speaker/
deadline,evt-sxsw-edu-conference-and-festival,ed-evt-sxsw-edu-conference-and-festival-sxsw-edu-2027,cfp_deadline,Official page does not state time in the captured text,https://sxswedu.com/panelpicker/
deadline,evt-alt-annual-conference,ed-evt-alt-annual-conference-alt-annual-conference-2027,historical_cfp_deadline,"Belongs to ALTC26, not the unconfirmed 2027 edition; retained only as cadence evidence",https://www.alt.ac.uk/altc26-call-proposals-0
deadline,evt-kubecon-cloudnativecon-north-america,ed-evt-kubecon-cloudnativecon-north-america-kubecon-cloudnativecon-north-am,notification,Past before run date,https://events.linuxfoundation.org/kubecon-cloudnativecon-north-america/program/cfp/
deadline,evt-sxsw-edu-conference-and-festival,ed-evt-sxsw-edu-conference-and-festival-sxsw-edu-2027,community_voting_deadline,UTC conversion uses PDT,https://sxswedu.com/
deadline,evt-developerweek,ed-evt-developerweek-developerweek-2027,cfp_round_one_close,Past on run date; final round remains open,https://www.developerweek.com/speakers/apply-to-speak/
deadline,evt-developerweek,ed-evt-developerweek-developerweek-2027,first_deadline,Passed before research run.,https://www.developerweek.com/speakers/apply-to-speak/
deadline,evt-productworld,ed-evt-productworld-productworld-2027,first_round_deadline,Passed before research run.,https://sessionize.com/productworld-2027/
deadline,evt-ndc-london,ed-evt-ndc-london-ndc-london-2027,cfp,Closed before research run,https://ndclondon.com/call-for-papers
deadline,evt-ndc-london,ed-evt-ndc-london-ndc-london-2027,cfp_close,Closed before research run.,https://ndclondon.com/call-for-papers
deadline,evt-ndc-london,ed-evt-ndc-london-ndc-london-2027,cfp_close,Closed before run date,https://ndclondon.com/call-for-papers
deadline,evt-devopsdays-raleigh,ed-evt-devopsdays-raleigh-devopsdays-raleigh-2027,notification,Official date equals opening date and precedes close; do not rely on it,https://devopsdays.org/events/2027-raleigh/propose/
deadline,evt-devopsdays-raleigh,ed-evt-devopsdays-raleigh-devopsdays-raleigh-2027,notification,Equals opening date and precedes close; do not rely on it,https://devopsdays.org/events/2027-raleigh/propose/
deadline,evt-ai-agent-event,ed-evt-ai-agent-event-ai-agent-event-2027,cfp,Year supplied by the 2027 edition context; time and zone absent,https://www.aiagentevent.com/east/call-for-speakers.aspx
deadline,evt-ai-agent-event,ed-evt-ai-agent-event-ai-agent-event-2027,cfp_close,Year is established by the page's 2027 edition context; no time or time zone stated.,https://www.aiagentevent.com/east/call-for-speakers.aspx
deadline,evt-ai-agent-event,ed-evt-ai-agent-event-ai-agent-event-2027,cfp_close,Year derived from the open 2027 CFP viewed in September 2026; no time zone stated,https://www.aiagentevent.com/east/call-for-speakers.aspx
deadline,evt-ces,ed-evt-ces-ces-2027,cfp_deadline,Source does not distinguish PDT/PST; UTC not normalized.,https://www.ces.tech/cfs
deadline,evt-chea-annual-conference,ed-evt-chea-annual-conference-chea-2027-annual-conference,cfp_deadline,"Late proposals may be considered if space remains, but this does not make the route rolling",https://www.chea.org/chea-2027-annual-conference-call-proposals
deadline,evt-developerweek,ed-evt-developerweek-developerweek-2027,cfp_deadline,No time or timezone stated.,https://www.developerweek.com/speakers/apply-to-speak/
deadline,evt-ala-annual-conference-and-exhibition,ed-evt-ala-annual-conference-and-exhibition-ala-annual-conference-2027,cfp_deadline,UTC conversion uses EDT in effect on this date.,https://www.ala.org/conferencesevents/ala-annual-2027-call-proposals
deadline,evt-ala-annual-conference-and-exhibition,ed-evt-ala-annual-conference-and-exhibition-ala-annual-conference-2027,cfp_deadline,UTC conversion uses EDT,https://www.ala.org/conferencesevents/ala-annual-2027-call-proposals
deadline,evt-devopsdays-tel-aviv,ed-evt-devopsdays-tel-aviv-devopsdays-tel-aviv-2026,cfp_close,Local propose page says CFP TBD,https://devopsdays.org/speaking/
deadline,evt-aste-educational-technology-conference,ed-evt-aste-educational-technology-conference-aste-2027,cfp_deadline,Rolling review; no time zone stated,https://www.aste.org/conference/
deadline,evt-eurostar-software-testing-conference,ed-evt-eurostar-software-testing-conference-eurostar-2027,cfp,Year supplied by the 2027 call context; time and zone absent,https://conference.eurostarsoftwaretesting.com/call-for-submissions/
deadline,evt-eurostar-software-testing-conference,ed-evt-eurostar-software-testing-conference-eurostar-2027,cfp_deadline,No time or timezone stated.,https://conference.eurostarsoftwaretesting.com/call-for-submissions/
deadline,evt-great-international-developer-summit,ed-evt-great-international-developer-summit-gids-2027,cfp_deadline,No time or timezone stated.,https://form.jotform.com/saltmarch/gids2027cfp
deadline,evt-upcea-digital-teaching-and-learning-conference,ed-evt-upcea-digital-teaching-and-learning-conference-2027-upcea-digital-te,cfp_deadline,Year is unambiguous from the 2027 CFP timeline and 2026 publication context; no time zone stated.,https://conferences.upcea.edu/DTL2027/proposals.html
deadline,evt-upcea-digital-teaching-and-learning-conference,ed-evt-upcea-digital-teaching-and-learning-conference-2027-upcea-digital-te,cfp_deadline,No time zone stated,https://conferences.upcea.edu/DTL2027/proposals.html
deadline,evt-devopsdays-almaty,ed-evt-devopsdays-almaty-devopsdays-almaty-2026,cfp_close,Local page not extractable; recheck before action,https://devopsdays.org/speaking/
deadline,evt-european-chatbot-and-agentic-ai-summit,ed-evt-european-chatbot-and-agentic-ai-summit-european-chatbot-and-agentic-,cfp_close,Homepage says call will open soon while CFP page accepts proposals,https://theeuropeanchatbot.com/call-for-speakers/
deadline,evt-lilly-conference-san-diego,ed-evt-lilly-conference-san-diego-lilly-san-diego-2027,cfp_deadline,No time zone stated,https://www.lillyconferences.com/
deadline,evt-agenticcon,ed-evt-agenticcon-agenticcon-2027,cfp_close,"Same page footer says November 1, 11:59 PM PT",https://agenticcon.com/cfp
deadline,evt-platformcon-live-day-san-francisco,ed-evt-platformcon-live-day-san-francisco-platformcon-live-day-san-francisc,cfp_close,Timezone says EST even though event is in San Francisco; UTC not normalized because fixed-vs-seasonal intent is unclear,https://sanfrancisco.platformcon.com/cfp
deadline,evt-platformcon-live-day-san-francisco,ed-evt-platformcon-live-day-san-francisco-platformcon-live-day-san-francisc,cfp_deadline,Submission system and organizer event page conflict materially. Treat Sessionize as operational route but verify before relying on time.,
deadline,evt-visual-studio-live,ed-evt-visual-studio-live-visual-studio-live-austin-2027,cfp_deadline,Sessionize metadata and body conflict; do not normalize to UTC until organizer clarifies.,https://sessionize.com/vslive_austin27/
deadline,evt-isls-annual-meeting-icls-and-cscl,ed-evt-isls-annual-meeting-icls-and-cscl-isls-annual-meeting-2027,cfp_deadline,"Research-contribution deadline, not a conventional speaker CFP.",https://2027.isls.org/icls-2027-call-for-proposals/
deadline,evt-kmworld-europe,ed-evt-kmworld-europe-kmworld-europe-2027,cfp_deadline,Page header says 'Opens soon' and body incorrectly names 2026 participation on a 2027 page; not safe as actionable.,https://www.kmworld.com/Europe/2027/CallForSpeakers.aspx
deadline,evt-expo-qa,ed-evt-expo-qa-expo-qa-2027,cfp_deadline,No time or timezone stated.,https://expoqa.com/call-for-speaker/
deadline,evt-apqc-connect,ed-evt-apqc-connect-apqc-connect-2027,cfp_deadline,Source does not distinguish EDT/EST; UTC not normalized.,https://www.apqc.org/events/2027/apqc-conference/call-for-speakers
deadline,evt-hi-ai,ed-evt-hi-ai-hi-ai-2027,cfp_deadline,No time zone stated,https://www.ltcillinois.org/hiai/rfp/
deadline,evt-ai-festival,ed-evt-ai-festival-ai-festival-2027,cfp_deadline,No time or timezone stated.,https://en.aifestival.it/call/speaker/
deadline,evt-agentics-day-mcp-agents-europe,ed-evt-agentics-day-mcp-agents-europe-agentics-day-mcp-agents-europe-2027,cfp_deadline,"Source pairs CET with UTC+2; preserve wording because CET normally denotes UTC+1. UTC follows the explicit offset, not the abbreviation.",https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/cfp-colocated-events/
deadline,evt-ieee-global-engineering-education-conference-educon,ed-evt-ieee-global-engineering-education-conference-educon-ieee-educon-2027,cfp_deadline,Official Education Society page headline and body agree on October 19.,https://ieee-edusociety.org/post/educon-2027-call-abstracts
deadline,evt-wscuc-accreditation-resource-conference,ed-evt-wscuc-accreditation-resource-conference-arc2027,cfp_deadline,UTC conversion uses PDT in effect on this date.,https://www.wscuc.org/arc2027cfp/
deadline,evt-agenticcon,ed-evt-agenticcon-agenticcon-2027,notification,Same page footer says November 17,https://agenticcon.com/cfp
deadline,evt-sparking-success-faculty-development-conference,ed-evt-sparking-success-faculty-development-conference-sparking-success-202,cfp_deadline,Year omitted on page; normalized from the surrounding 2026-2027 academic-year heading and weekday match.,https://celt.tulane.edu/sparking-success
deadline,evt-aoma-adaptive-organizations-meet-architecture,ed-evt-aoma-adaptive-organizations-meet-architecture-aoma-2027,cfp_close,"A later organizer LinkedIn post said November 30, 2026. Current official CFP page is treated as authoritative, but the conflict must be rechecked before submission.",https://aoma-conference.com/2027/cfp/
deadline,evt-aoma-adaptive-organizations-meet-architecture,ed-evt-aoma-adaptive-organizations-meet-architecture-aoma-2027,cfp_close,UTC not normalized because Berlin normally observes CEST on this date but source explicitly says CET,https://aoma-conference.com/2027/cfp/
deadline,evt-ieee-international-conference-on-software-architecture,ed-evt-ieee-international-conference-on-software-architecture-icsa-2027-sof,abstract_submission,No time of day stated on this track page.,https://conf.researchr.org/track/icsa-2027/icsa-2027-software-architecture-in-practice-track
deadline,evt-taqelah-testing-conference,ed-evt-taqelah-testing-conference-taqelah-testing-conference-2027,cfp_deadline,No time or timezone stated.,https://ttc.taqelah.sg/
deadline,evt-agenticcon,ed-evt-agenticcon-agenticcon-2027,cfp_close,"Same page key-dates section says October 4, 11:59 PM PT",https://agenticcon.com/cfp
deadline,evt-devopsdays-los-angeles,ed-evt-devopsdays-los-angeles-devopsdays-los-angeles-2027,cfp_close,Local official propose page says CFP TBD; deadline retained but cannot support submission until form/status reconciled,https://devopsdays.org/speaking/
deadline,evt-devopsdays-los-angeles,ed-evt-devopsdays-los-angeles-devopsdays-los-angeles-2027,cfp_close,Local official page says CFP TBD,https://devopsdays.org/speaking/
deadline,evt-upcea-digital-teaching-and-learning-conference,ed-evt-upcea-digital-teaching-and-learning-conference-2027-upcea-digital-te,notification,"Week only; ISO stores the first named date, not a promised notification day.",https://conferences.upcea.edu/DTL2027/proposals.html
deadline,evt-upcea-digital-teaching-and-learning-conference,ed-evt-upcea-digital-teaching-and-learning-conference-2027-upcea-digital-te,notification,Week marker only; actual day unknown,https://conferences.upcea.edu/DTL2027/proposals.html
deadline,evt-ieee-international-conference-on-software-architecture,ed-evt-ieee-international-conference-on-software-architecture-icsa-2027-sof,proposal_submission,No time of day stated on this track page.,https://conf.researchr.org/track/icsa-2027/icsa-2027-software-architecture-in-practice-track
deadline,evt-chea-annual-conference,ed-evt-chea-annual-conference-chea-2027-annual-conference,visa_letter_request,Only relevant if an invitation letter is needed,https://www.chea.org/chea-2027-annual-conference-call-proposals
deadline,evt-florida-online-innovation-summit,ed-evt-florida-online-innovation-summit-florida-online-innovation-summit-20,cfp_deadline,No time zone stated,https://digitallearning.ucf.edu/ilab/innovation-summit/proposals/
deadline,evt-olc-innovate,ed-evt-olc-innovate-olc-innovate-2027,cfp_deadline,UTC conversion uses EST in effect on this date.,https://onlinelearningconsortium.org/conferences/olc-innovate2027/present/
deadline,evt-olc-innovate,ed-evt-olc-innovate-olc-innovate-2027,cfp_deadline,UTC conversion assumes Eastern Standard Time,https://onlinelearningconsortium.org/conferences/olc-innovate2027/present/
deadline,evt-honolulu-education-conference,ed-evt-honolulu-education-conference-honolulu-education-conference-2027,cfp_advance_deadline,"This is explicitly an advance deadline, not necessarily final close",https://intesda.org/education-conference/
deadline,evt-honolulu-education-conference,ed-evt-honolulu-education-conference-honolulu-education-conference-2027,cfp_deadline,Labeled advance deadline; later route not verified.,https://intesda.org/education-conference/
deadline,evt-isls-annual-meeting-icls-and-cscl,ed-evt-isls-annual-meeting-icls-and-cscl-isls-annual-meeting-2027,cfp_deadline,Workshop route requires substantial adaptation.,https://2027.isls.org/icls-2027-call-for-proposals/
deadline,evt-lilly-conference-austin,ed-evt-lilly-conference-austin-lilly-austin-2027,cfp_early_decision,Rolling review continues; early decision promises acceptance or revise-and-resubmit feedback.,https://www.lillyconferences-tx.com/proposals
deadline,evt-ohio-state-learning-design-day-fresh-ideas,ed-evt-ohio-state-learning-design-day-fresh-ideas-ohio-state-learning-desig,cfp_deadline,Year omitted on page; normalized from 2027 symposium context and weekday match.,https://cete.osu.edu/ohio-state-learning-design-day-call-for-proposals/
deadline,evt-ohio-state-learning-design-day,ed-evt-ohio-state-learning-design-day-ohio-state-learning-design-day-2027,cfp_deadline,Year inferred only from 2027 edition context; no time zone stated,https://cete.osu.edu/ohio-state-learning-design-day-call-for-proposals/
deadline,evt-agenticcon,ed-evt-agenticcon-agenticcon-2027,notification,Same page key-dates section says October 20,https://agenticcon.com/cfp
deadline,evt-srecon-americas,ed-evt-srecon-americas-srecon27-americas,cfp,Numeric UTC offset not stated; UTC deliberately omitted,https://www.usenix.org/conference/srecon27americas/call-for-participation
deadline,evt-srecon-americas,ed-evt-srecon-americas-srecon27-americas,cfp_close,No numeric offset was stated; UTC conversion intentionally omitted.,https://www.usenix.org/conference/srecon27americas/call-for-participation
deadline,evt-srecon-americas,ed-evt-srecon-americas-srecon27-americas,cfp_deadline,Source does not specify PST/PDT abbreviation; UTC not normalized.,https://www.usenix.org/conference/srecon27americas/call-for-participation
deadline,evt-think-ai-summit,ed-evt-think-ai-summit-think-ai-summit-2027,abstract_submission,Intake is announced-not-open as of verification.,https://www.pghtech.org/events/ThinkAI2027-Call-for-Speakers
deadline,evt-think-ai-summit,ed-evt-think-ai-summit-think-ai-summit-2027,cfp,Call is announced but page says intake will open soon,https://www.pghtech.org/events/ThinkAI2027-Call-for-Speakers
deadline,evt-ala-annual-conference-and-exhibition,ed-evt-ala-annual-conference-and-exhibition-ala-annual-conference-2027,notification,Month only; not placed on a specific calendar date.,https://www.ala.org/conferencesevents/ala-annual-2027-call-proposals
deadline,evt-ala-annual-conference-and-exhibition,ed-evt-ala-annual-conference-and-exhibition-ala-annual-conference-2027,notification,ISO is a month marker only,https://www.ala.org/conferencesevents/ala-annual-2027-call-proposals
deadline,evt-istelive,ed-evt-istelive-istelive-27,notification,ISO uses first day only as month marker; not a confirmed day and must not be calendared as a deadline,https://conference.iste.org/2027/about/faq.php
deadline,evt-kubecon-cloudnativecon-europe,ed-evt-kubecon-cloudnativecon-europe-kubecon-cloudnativecon-europe-2027,notification,Year supplied by 2027 edition context,https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/program/cfp/
deadline,evt-uxdx,ed-evt-uxdx-uxdx-new-york-2027,cfp_deadline,No time or timezone stated.,https://uxdx.com/speak/
deadline,evt-data-summit,ed-evt-data-summit-data-summit-2027,cfp_deadline,No time or timezone stated.,https://www.dbta.com/DataSummit/2027/CallForSpeakers.aspx
deadline,evt-possible,ed-evt-possible-possible-2027,cfp_deadline,No time or timezone stated.,https://possibleevent.com/speaker-opportunities/
deadline,evt-ohio-state-learning-design-day-fresh-ideas,ed-evt-ohio-state-learning-design-day-fresh-ideas-ohio-state-learning-desig,notification,Year omitted on page; normalized from sequence before January 2027 registration and weekday match.,https://cete.osu.edu/ohio-state-learning-design-day-call-for-proposals/
