date_iso,time_local,timezone_as_stated,utc_datetime,deadline_type,certainty,event_name,edition_label,cfp_status,talk_ids,raw_date_text,conflict_notes,source_url
2026-12-11,,,,cfp_deadline,confirmed,POSSIBLE,POSSIBLE 2027,open,judgment;product-engineering,"Submissions open August 4, 2026 to December 11, 2026",No time or timezone stated.,https://possibleevent.com/speaker-opportunities/
2026-12-12,,,,notification,exact,SREcon Americas,SREcon27 Americas,open,adaptive-systems;benchmarks;failure-improvement;parallelization;retrieval,"Saturday, December 12, 2026",,https://www.usenix.org/conference/srecon27americas/call-for-participation
2026-12-12,,,,notification,confirmed,SREcon Americas,SREcon27 Americas,open,adaptive-systems;benchmarks;failure-improvement;parallelization;retrieval,"December 12, 2026",,https://www.usenix.org/conference/srecon27americas/call-for-participation
2026-12-13,23:59,W. Europe Standard Time UTC+01:00,2026-12-13T22:59:00Z,cfp_deadline,confirmed,Incontro DevOps Italia,Incontro DevOps Italia 2027,open,failure-improvement;parallelization,13 Dec 2026 11:59 PM W. Europe Standard Time UTC+01:00,,https://sessionize.com/incontro-devops-italia-idi-2027/
2026-12-14,,,,notification,exact,Agentics Day: MCP + Agents Europe,Agentics Day: MCP + Agents Europe 2027,open,adaptive-systems;failure-improvement;parallelization,"Monday, 14 December 2026",,https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/cfp-colocated-events/
2026-12-14,,,,notification,confirmed,Agentics Day: MCP + Agents Europe,Agentics Day: MCP + Agents Europe 2027,open,adaptive-systems;failure-improvement;parallelization,"December 14, 2026",,https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/cfp-colocated-events/
2026-12-14,,,,notification,exact,Cloud Native AI + Inference Day Europe,Cloud Native AI + Inference Day Europe 2027,open,adaptive-systems;retrieval,"Monday, 14 December 2026",,https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/cfp-colocated-events/
2026-12-14,,,,notification,confirmed,Observability Day Europe,Observability Day Europe 2027,open,benchmarks,"December 14, 2026",,https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/cfp-colocated-events/
2026-12-15,,,,notification,exact,IEEE International Conference on Software Architecture,ICSA 2027 Software Architecture in Practice,open,adaptive-systems,Tue 15 Dec 2026,,https://conf.researchr.org/track/icsa-2027/icsa-2027-software-architecture-in-practice-track
2026-12-15,,,,notification,exact,INQAAHE Biennial Conference,INQAAHE Conference 2027,open,evidence-learning,15 December 2026,,https://inqaahe2027-doha.org/call-for-proposals/
2026-12-15,,,,notification,exact,Ohio State Learning Design Day,Ohio State Learning Design Day 2027,open,skeptic-education,"Tuesday, December 15th",Year inferred only from 2027 edition context,https://cete.osu.edu/ohio-state-learning-design-day-call-for-proposals/
2026-12-15,,,,notification,exact-context,Ohio State Learning Design Day: Fresh Ideas,Ohio State Learning Design Day 2027,open,evidence-learning,"Tuesday, December 15th",Year omitted on page; normalized from sequence before January 2027 registration and weekday match.,https://cete.osu.edu/ohio-state-learning-design-day-call-for-proposals/
2026-12-15,23:59,ET,2026-12-16T04:59:00Z,cfp_deadline,exact,USDLA National Conference,USDLA 2027 National Conference,open,evidence-learning;skeptic-education,"Tuesday, December 15, 2026, at 11:59 p.m. ET",UTC conversion uses EST in effect on this date.,https://usdla.org/events/call-for-proposals/
2026-12-15,23:59,ET,2026-12-16T04:59:00Z,cfp_deadline,exact,USDLA National Conference,USDLA 2027 National Conference,open,evidence-learning;skeptic-education,"Tuesday, December 15, 2026, 11:59 p.m. ET",UTC conversion assumes Eastern Standard Time on December 15,https://usdla.org/events/call-for-proposals/
2026-12-16,,,,schedule_announcement,confirmed,Agentics Day: MCP + Agents Europe,Agentics Day: MCP + Agents Europe 2027,open,adaptive-systems;failure-improvement;parallelization,"December 16, 2026",,https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/cfp-colocated-events/
2026-12-16,,,,materials,confirmed,Observability Day Europe,Observability Day Europe 2027,open,benchmarks,"Schedule announced December 16, 2026",,https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/cfp-colocated-events/
2026-12-18,,,,cfp_close,exact-from-edition-context,Dutch AI Conference,Dutch AI Conference 2027,open,retrieval,Call for Papers closes on December 18th,No time zone stated,https://aiconference.nl/meet-the-speakers/call-for-presentations/
2026-12-18,,,,notification,exact,LILAC,LILAC 2027,announced-not-open,evidence-learning,18 December 2026,,https://www.lilacconference.com/lilac-2027/call-for-presentations-1
2026-12-20,23:59,AoE (UTC-12h),2026-12-21T11:59:00Z,proposal_submission,exact,IEEE International Conference on Software Architecture,ICSA 2027 Tutorials / Technical Briefings,open,adaptive-systems,"December 20, 2026; 23:59h AoE (UTC-12h)",,https://conf.researchr.org/track/icsa-2027/icsa-2027-tutorials-tech-briefings
2026-12-31,23:59,India Standard Time UTC+05:30,2026-12-31T18:29:00Z,rolling_route_end,confirmed,Cloud Native Mumbai,Cloud Native Mumbai 2026 rolling call,rolling,failure-improvement;parallelization,31 Dec 2026 11:59 PM India Standard Time UTC+05:30,Route end is not a guaranteed cutoff for the September session.,https://sessionize.com/cloud-native-mumbai-city
2027-01-01,,,,cfp_close,exact,DevOpsDays Raleigh,DevOpsDays Raleigh 2027,open,free-tier;retrieval,"closes Friday, Jan 1, 2027",,https://devopsdays.org/events/2027-raleigh/propose/
2027-01-06,,,,confirmation,confirmed,SREcon Americas,SREcon27 Americas,open,adaptive-systems;benchmarks;failure-improvement;parallelization;retrieval,"January 6, 2027",,https://www.usenix.org/conference/srecon27americas/call-for-participation
2027-01-06,,,,confirmation_and_materials,exact,SREcon Americas,SREcon27 Americas,open,adaptive-systems;benchmarks;failure-improvement;parallelization;retrieval,"Wednesday, January 6, 2027",,https://www.usenix.org/conference/srecon27americas/call-for-participation
2027-01-06,,,,materials,confirmed,SREcon Americas,SREcon27 Americas,open,adaptive-systems;benchmarks;failure-improvement;parallelization;retrieval,"January 6, 2027",,https://www.usenix.org/conference/srecon27americas/call-for-participation
2027-01-06,,,,materials_and_confirmation,exact,SREcon Americas,SREcon27 Americas,open,adaptive-systems;benchmarks;failure-improvement;parallelization;retrieval,"Wednesday, January 6, 2027",,https://www.usenix.org/conference/srecon27americas/call-for-participation
2027-01-06,,,,speaker_confirmation,confirmed,SREcon Americas,SREcon27 Americas,open,adaptive-systems;benchmarks;failure-improvement;parallelization;retrieval,"January 6, 2027",,https://www.usenix.org/conference/srecon27americas/call-for-participation
2027-01-11,,,,notification,exact,Florida Online Innovation Summit,Florida Online Innovation Summit 2027,announced-not-open,skeptic-education,"January 11, 2027",,https://digitallearning.ucf.edu/ilab/innovation-summit/proposals/
2027-01-15,,,,materials_deadline,exact,UPCEA Digital Teaching & Learning Conference,2027 UPCEA Digital Teaching & Learning Conference,open,evidence-learning;skeptic-education,"January 15, 2027",,https://conferences.upcea.edu/DTL2027/proposals.html
2027-01-15,,,,materials_deadline,exact,UPCEA Digital Teaching & Learning Conference,2027 UPCEA Digital Teaching & Learning Conference,open,evidence-learning;skeptic-education,"provide electronic versions ... by January 15, 2027",,https://conferences.upcea.edu/DTL2027/proposals.html
2027-01-15,,,,notification,exact,USDLA National Conference,USDLA 2027 National Conference,open,evidence-learning;skeptic-education,"Friday January 15, 2027",,https://usdla.org/events/call-for-proposals/
2027-01-19,,,,notification,exact,IEEE International Conference on Software Architecture,ICSA 2027 Tutorials / Technical Briefings,open,adaptive-systems,"January 19, 2027",,https://conf.researchr.org/track/icsa-2027/icsa-2027-tutorials-tech-briefings
2027-01-22,,,,cfp_deadline,exact,Teaching and Learning with AI Conference,Teaching and Learning with AI 2027,announced-not-open,evidence-learning;skeptic-education,"January 22, 2027",,https://aiforall.ucf.edu/teachwithai/
2027-01-22,,,,cfp_deadline,exact,Teaching and Learning with AI Conference,Teaching and Learning with AI 2027,announced-not-open,evidence-learning;skeptic-education,"January 22, 2027",No time zone stated,https://aiforall.ucf.edu/teachwithai/
2027-01-29,,,,camera_ready,exact,IEEE International Conference on Software Architecture,ICSA 2027 Tutorials / Technical Briefings,open,adaptive-systems,"January 29, 2027",,https://conf.researchr.org/track/icsa-2027/icsa-2027-tutorials-tech-briefings
2027-02-01,,,,notification,exact,ISLS Annual Meeting / ICLS and CSCL,ISLS Annual Meeting 2027,open,evidence-learning,"February 1, 2027",,https://2027.isls.org/icls-2027-call-for-proposals/
2027-02-03,,,,notification,exact,OLC Innovate,OLC Innovate 2027,announced-not-open,evidence-learning;skeptic-education,"February 3, 2027",,https://onlinelearningconsortium.org/conferences/olc-innovate2027/present/
2027-02-05,,,,cfp_deadline,exact,International Conference on AI in Education 2027,ICAIED London 2027,open,evidence-learning;skeptic-education,Abstract submission closes 5 February 2027,,https://www.icaied.org/call-for-papers
2027-02-05,,,,cfp_deadline,exact,International Conference on AI in Education 2027,ICAIED London 2027,open,evidence-learning;skeptic-education,5 February 2027,No time zone stated,https://www.icaied.org/call-for-papers
2027-02-15,,,,notification,exact,Teaching and Learning with AI Conference,Teaching and Learning with AI 2027,announced-not-open,evidence-learning;skeptic-education,"February 15, 2027",,https://aiforall.ucf.edu/teachwithai/
2027-02-28,,,,materials_deadline,exact,INQAAHE Biennial Conference,INQAAHE Conference 2027,open,evidence-learning,28 February 2027,,https://inqaahe2027-doha.org/call-for-proposals/
2027-03-09,,,,speaker_confirmation,exact,OLC Innovate,OLC Innovate 2027,announced-not-open,evidence-learning;skeptic-education,"March 9, 2027: deadline for presenters to register",,https://onlinelearningconsortium.org/conferences/olc-innovate2027/present/
2027-03-09,,,,speaker_registration,exact,OLC Innovate,OLC Innovate 2027,announced-not-open,evidence-learning;skeptic-education,"March 9, 2027",,https://onlinelearningconsortium.org/conferences/olc-innovate2027/present/
2027-03-19,,,,materials_deadline,exact,WSCUC Accreditation Resource Conference,ARC2027,open,evidence-learning,"March 19, 2027",,https://www.wscuc.org/arc2027cfp/
2027-04-07,,,,materials_deadline,exact,LILAC,LILAC 2027,announced-not-open,evidence-learning,7 April 2027,,https://www.lilacconference.com/lilac-2027/call-for-presentations-1
2027-04-08,17:00,AEDST,2027-04-08T06:00:00Z,grant_deadline,exact,HERDSA Annual Conference,HERDSA 2027,announced-not-open,evidence-learning;skeptic-education,"5pm AEDST, 8 April 2027",Only for eligible student or early-career grants; not a CFP deadline,https://herdsa.org.au/conference
2027-04-09,,,,speaker_confirmation,exact,Teaching and Learning with AI Conference,Teaching and Learning with AI 2027,announced-not-open,evidence-learning;skeptic-education,"Presenters must register by April 9, 2027",,https://aiforall.ucf.edu/teachwithai/
2027-04-09,,,,speaker_registration,exact,Teaching and Learning with AI Conference,Teaching and Learning with AI 2027,announced-not-open,evidence-learning;skeptic-education,"must register by April 9, 2027",,https://aiforall.ucf.edu/teachwithai/
2027-04-13,,,,materials_deadline,exact,OLC Innovate,OLC Innovate 2027,announced-not-open,evidence-learning;skeptic-education,"April 13, 2027",,https://onlinelearningconsortium.org/conferences/olc-innovate2027/present/
2027-05-14,,,,speaker_confirmation,exact,USDLA National Conference,USDLA 2027 National Conference,open,evidence-learning;skeptic-education,Presenters must register by May 14th 2027,,https://usdla.org/events/call-for-proposals/
2027-06-30,23:59,Pacific Daylight Time UTC-07:00,2027-07-01T06:59:00Z,rolling_route_end,confirmed,Global AI Community Seattle,Global AI Community Seattle 2026-2027 series,rolling,failure-improvement;parallelization,30 Jun 2027 11:59 PM Pacific Daylight Time UTC-07:00,Route spans multiple meetup dates; this is not a per-edition cutoff.,https://sessionize.com/global-ai-community-seattle/
