talk_id,edition_id,recommended_variant,proposed_title,pitch_angle,fit_reason,past_session_evidence_ids,audience_rating,topic_rating,timing_rating,readiness_rating,logistics_rating,reach_rating,known_points,evidence_coverage_percent,queue,constraints,next_action,next_check_date
free-tier,ed-evt-cncf-cloud-native-montr-al-cncf-cloud-native-montr-al-next-cost-focu,30-minute community talk,The Cost Model Is Part of the Architecture,Extend Kubernetes bill-shock into AI inference and dependency economics,Prior chapter agenda featured Kubernetes bill shock and accepted community talk submissions.,src-free-tier-src-cncf-montreal,4,4,1,5,,2,65,52,historical fits to monitor for a new cycle,No current event/CFP; bilingual context and travel unknown,Monitor chapter for a current speaker form or cost-focused event.,2027-01-10
free-tier,ed-evt-cncf-cloud-native-thane-cncf-cloud-native-thane-next-finops-cycle,30-minute community talk,The Cost Model Is Part of the Architecture,Move from cluster cost optimization to AI workload cost per useful outcome,Prior dedicated FinOps agenda and public submission route show exact local interest.,src-free-tier-src-cncf-thane-finops,4,5,1,5,,2,70,55,historical fits to monitor for a new cycle,"No current event/CFP; travel, language, and economics unknown",Monitor chapter listings for another FinOps theme; do not reuse expired 2025 form.,2027-01-10
adaptive-systems,ed-evt-conf42-conf42-ai-agents-2027,remote recorded talk,Adaptive AI Systems: Choosing Strategy Under Constraints,"A concise remote version centered on architecture, production cost loops, tool boundaries, and human authority","2026 AI Agents program included orchestration, retry-budget failures, readiness frameworks, trust, and production architecture.",src-adaptive-systems-ev-conf42-past1;src-adaptive-systems-ev-conf42-past2,5,5,2,4,5,3,84,70,upcoming/rolling routes to prepare for,2027 date/intake/deadline and rights were not verified; prerecorded mechanics need confirmation.,"Open the edition-specific 2027 page when published and verify deadline, duration, recording license, and whether applications are actually open.",2026-10-15
benchmarks,ed-evt-conf42-conf42-ai-agents-2027,30-minute,"Benchmark the Agent System, Not the Base Model","Remote system-level evaluation of routes, tools, human escalation, cost, and success",AI-agent audience is exact; remote format reduces logistics,,5,5,3,4,5,3,84,67,monitor,"Edition date, CFP, duration, rights, and economics unverified",Monitor series page for edition-specific CFP,2026-10-01
adaptive-systems,ed-evt-conf42-conf42-large-language-models-2027,remote recorded talk,Routing Models and Tools Without Surrendering Control,"Model routing, test-time allocation, budget caps, and evaluation-based strategy promotion",Relevant online LLM audience; weaker than dedicated agent edition.,src-adaptive-systems-ev-conf42-past1,4,4,2,4,5,3,73,65,upcoming/rolling routes to prepare for,Edition-specific intake/deadline and rights unverified.,Monitor edition page and prioritize Conf42 AI Agents if both routes open.,2027-01-15
benchmarks,ed-evt-conf42-conf42-mlops-2027,30-minute,Turn Production Failures Into Your AI Eval Suite,"Operationalize workload samples, calibrated judges, and versioned release gates",MLOps audience is well matched to production evaluation and deployment decisions,,5,5,3,4,5,3,84,65,monitor,Edition details and current intake unverified,Monitor for edition page and CFP,2026-10-01
benchmarks,ed-evt-conf42-conf42-observability-2027,30-minute,Observe What Your Benchmark Hides,Use telemetry and failure slices to explain model/system behavior under real workload,"Observability audience fits sliced rates, latency, cost and operational uncertainty",,4,5,4,4,5,3,82,70,monitor,Current CFP status and duration unverified,Verify edition-specific intake when published,2027-01-15
adaptive-systems,ed-evt-conf42-conf42-platform-engineering-2027,remote recorded talk,The Runtime Planner Is a Platform Control Plane,Platform APIs for bounded strategy selection and governed promotion,Relevant to platform practitioners if reframed away from generic agent design.,src-adaptive-systems-ev-conf42-past2,4,4,2,4,5,3,73,65,upcoming/rolling routes to prepare for,Edition-specific intake/deadline and rights unverified; late horizon.,Monitor; build a platform-specific abstract only after the AI Agents route is resolved.,2027-03-15
failure-improvement,ed-evt-cto-craft-con-europe-cto-craft-con-europe-2027,40-minute leadership variant; duration to confirm,Code Can Learn From Failure. Organizations Need Guardrails.,"Elevate the intervention hierarchy into an engineering-leadership decision system: what to automate, how to validate, when to retire.",Strong senior-leader relevance but weaker direct engineering-practitioner format evidence.,,4,4,3,4,,3,69,90,2-upcoming-rolling,Deadline and format unknown; requires credible senior-leadership biography and prior-talk links.,Prepare a leadership abstract only after confirming Dan's eligibility facts and the closing date.,2026-10-15
judgment,ed-evt-cto-craft-con-europe-cto-craft-con-europe-2027,30-minute leadership adaptation; format unknown,Code Is Cheap. Judgment Is Expensive: Rebalancing the Engineering Organization,"Use review capacity, deliberate seniority development and explicit acceptance ownership as the leadership frame.",Senior CTO and VP Engineering audience is exact; public content form exists but carries stale edition labeling.,src-judgment-ev-ju-cto-past1;src-judgment-ev-ju-cto-past2,5,5,2,4,,3,74,90,2-upcoming-rolling,Call page title references 2026 while event shell shows 2027; deadline and Dan's senior-leadership credentials are unknown.,"Wait until the call identifies the 2027 edition unambiguously, then confirm eligibility.",2026-10-15
parallelization,ed-evt-cto-craft-con-europe-cto-craft-con-europe-2027,40-minute leadership variant; duration to confirm,The Scarce Resource in Agentic Engineering Is Selection,"Frame candidate portfolios, evaluation budgets, ownership and compile-to-determinism as engineering-leadership choices.","Senior technology leaders will understand the organizational implications, but direct systems-practitioner evidence is thinner.",,4,4,3,4,,3,67,90,2-upcoming-rolling,Deadline and format unknown; experience-led call requires a credible biography and prior-talk links.,Prepare only after confirming Dan's eligibility facts and the current edition label.,2026-10-15
product-engineering,ed-evt-cto-craft-con-europe-cto-craft-con-europe-2027,30-minute leadership variant; format unknown,The Future of Product Engineering: Build the Learning Organization,"Focus on product/engineering convergence, explicit decision ownership and guardrails for AI-speed.","Senior technology leadership fit, but stale edition labeling reduces actionability.",src-product-engineering-ev-pe-cto-past1;src-product-engineering-ev-pe-cto-past2,4,4,2,4,,3,63,90,2-upcoming-rolling,Public form title references 2026 while event dates show 2027; experience credentials unknown.,Wait for the call page to identify the 2027 edition unambiguously.,2026-10-15
failure-improvement,ed-evt-data-summit-data-summit-2027,30- or 40-minute talk; duration to confirm,Automating Improvement From Failure in Agentic Data Systems,Frame durable correction as governed AgentOps/data-quality infrastructure using reproducible evidence and holdouts.,"Agentic AI and data-engineering tracks fit, though audience may be more data-management than reliability focused.",,4,4,5,4,,4,78,90,1-verified-actionable,"Format, economics and past-session fit not yet established.",Inspect track requirements and submit only if a technical practitioner session is supported by December 11.,2026-10-20
parallelization,ed-evt-data-summit-data-summit-2027,30- or 40-minute talk; confirm duration,Parallel Search and Verification for Agentic Data Systems,Use data-quality checks and query/test artifacts as deterministic selectors and as the output of successful exploratory reasoning.,"Agentic AI and operational-data tracks are relevant, although the audience is broader than agent orchestration.",,4,5,5,4,,4,81,90,1-verified-actionable,"Format, economics and specific past-session evidence remain incomplete.",Inspect the technical track requirements and submit only if a practitioner architecture slot fits by December 11.,2026-10-20
failure-improvement,ed-evt-developerweek-developerweek-2027,format to confirm; default 40-minute deck,Automating Improvement From Failure in Agentic Developer Tools,"Position durable corrections as developer-experience infrastructure, not model magic.",2026 program already featured agent failure modes and human/agent feedback loops; 2027 route is open.,src-failure-improvement-ev-fi-devweek-past1;src-failure-improvement-ev-fi-devweek-past2,5,5,5,4,,5,88,90,1-verified-actionable,Final deadline is soon and has no stated time/timezone; format/economics unknown.,Confirm slot length immediately and prepare a submission before September 18.,2026-09-08
free-tier,ed-evt-developerweek-developerweek-2027,30-minute conference talk,Building AI Products That Survive the End of the Free Tier,A practical dependency and cost-per-successful-outcome review for AI product and engineering leaders,"Exact audience includes engineering managers, executives, product managers, and founders; tracks cover AI, cloud-native development, and DevExec.",src-free-tier-src-developerweek-about;src-free-tier-src-developerweek-tracks,5,4,5,5,,4,92,82,verified actionable opportunities,FINALIST; deadline soon; session duration and speaker economics unknown; avoid unsupported provider-pricing claims,Prepare one focused final-round proposal and inspect the live form for duration and agreement fields before any authorized submission.,2026-09-08
parallelization,ed-evt-developerweek-developerweek-2027,format to confirm; default 40-minute deck,Rethinking Parallelization in the Agentic Era,Present the full six-pattern vocabulary and close with evidence-driven selection and compilation of stable reasoning into tested artifacts.,Developer and engineering-leader audience; prior program directly covers async agents and human-agent feedback loops.,src-parallelization-ev-pa-devweek-past1;src-parallelization-ev-pa-devweek-past2,5,5,5,4,,5,88,90,1-verified-actionable,"Final deadline is close; session duration, economics and rights are unknown.",Confirm duration immediately and submit the most technical variant before September 18.,2026-09-08
retrieval,ed-evt-developerweek-developerweek-2027,40-minute adapted to conference slot,From RAGs to Retrievals: Learn the New Engineering Speak,Bridge experienced developers into AI architecture without erasing probabilistic failure modes,"Audience exactly includes developers, architects, engineering leaders, and product managers; AI and cloud tracks fit.",src-retrieval-src-developerweek-about;src-retrieval-src-developerweek-tracks,5,5,5,5,,4,95,82,verified actionable opportunities,FINALIST; September 18 deadline; duration and economics unknown,Prepare one final-round proposal under AI DevWorld or DevExec and inspect the live form before any authorized submission.,2026-09-08
skeptic-education,ed-evt-devlearn-conference-and-expo-devlearn-2026,Conference session,A Skeptic's Guide to AI-Enabled L&D,Distinguish assisted performance from independent workplace capability,"Strong learning-technology audience and AI relevance, but 2026 program is complete",,4,4,0,4,,5,65,83,historical-monitor,2026 call closed; requires workplace examples and current Guild terms,Monitor next DevLearn call; adapt to workplace transfer and performance before any future submission,2027-01-15
adaptive-systems,ed-evt-devnexus-devnexus-2027,conference talk,Adaptive AI Systems for Enterprise Platforms,Architecture and AI infrastructure for enterprise developers,"Audience and historical tracks fit, but no verified 2027 CFP or dates were found.",src-adaptive-systems-ev-devnexus-series;src-adaptive-systems-ev-devnexus-past,4,4,1,3,,4,58,55,historical fits to monitor for a new cycle,Current edition details absent; Java ecosystem context needed.,Recheck official site for a 2027 announcement; do not infer the deadline from 2026.,2026-10-01
failure-improvement,ed-evt-devops-pro-europe-devops-pro-europe-2027,40-minute DevOps variant; duration to confirm,Automating Improvement From Failure in DevOps Workflows,"Map recurring agent/automation failures to reproducible tests, guardrails and controlled workflow promotion.","Good DevOps/SRE/platform audience; open route, but no closing date or session duration was published.",,4,4,3,4,,4,70,90,2-upcoming-rolling,"Deadline, format and economics unknown.",Recheck the Airtable call for deadline and duration before drafting.,2026-10-15
parallelization,ed-evt-devops-pro-europe-devops-pro-europe-2027,40-minute DevOps variant; duration to confirm,"Parallelize Uncertainty, Not Production Side Effects","Emphasize isolation, cancellation, observability, budgets and evidence-backed promotion for agentic automation.","DevOps/SRE/platform audience is relevant, but CFP duration and closing date are absent.",,4,4,3,4,,4,68,90,2-upcoming-rolling,"Deadline, durations and economics unknown.",Recheck the public call for deadline and duration before drafting.,2026-10-15
free-tier,ed-evt-devopsdays-almaty-devopsdays-almaty-2026,30-minute talk,The Cost Model Is Part of the Architecture,Operational AI cost risk for a broad DevOps audience,Open regional community route with a matching event format family.,src-free-tier-src-dod-global-speaking,,3,4,4,,,55,36,verified actionable opportunities,"Deadline is official but local rules/form were not extractable; travel, language, economics, and audience detail unknown",Recheck the local propose page before deciding whether the October 1 deadline is usable.,2026-09-10
free-tier,ed-evt-devopsdays-los-angeles-devopsdays-los-angeles-2027,30-40-minute talk,The Cost Model Is Part of the Architecture,"Token economics and dependency risk as DevOps architecture, not procurement trivia",The indexed current call explicitly named token economics and FinOps; the rendered local page retains platform/reliability fit.,src-free-tier-src-dod-la-propose;src-free-tier-src-dod-zurich-cost,4,5,3,5,,3,82,82,upcoming/rolling routes to prepare for,FINALIST; official pages conflict on open status; local experience favored; do not treat deadline as actionable until reconciled,"Recheck the SCaLE form and official local page; if both show 2027 intake, prepare the 40-minute version.",2026-09-12
retrieval,ed-evt-devopsdays-los-angeles-devopsdays-los-angeles-2027,30–40-minute talk,The AI Terms Changed. The Failure Modes Didn't.,Translate agent and retrieval concepts for DevOps and platform practitioners,"Platform, reliability, and automation themes fit the second half of the talk.",src-retrieval-src-dod-la;src-retrieval-src-dod-global,4,4,2,5,,3,66,76,upcoming/rolling routes to prepare for,Official global/local CFP status conflict; local stories favored,Recheck SCaLE form and local page before treating November 1 as actionable.,2026-09-12
free-tier,ed-evt-devopsdays-raleigh-devopsdays-raleigh-2027,30-minute talk,Building AI Products That Survive the End of the Free Tier,An operator story about avoiding pricing assumptions in durable platform decisions,DevOps and platform practitioners face cloud-cost and dependency risk; 30-minute slot fits.,src-free-tier-src-dod-raleigh-propose;src-free-tier-src-dod-zurich-cost,4,4,5,5,,2,81,79,verified actionable opportunities,FINALIST; local voices favored; official notification date is erroneous; no proprietary case study supplied,"Verify form fields and presenter economics, then tailor to operational decisions rather than SaaS strategy.",2026-10-01
retrieval,ed-evt-devopsdays-raleigh-devopsdays-raleigh-2027,30-minute adaptation,The AI Terms Changed. The Failure Modes Didn't.,"A DevOps bridge from retrieval and context to retries, idempotency, permissions, and traces",Broad engineering audience and exact 30-minute slot fit; local community format favors practical stories.,src-retrieval-src-dod-raleigh;src-retrieval-src-srecon26-agents,4,4,5,5,,2,81,78,verified actionable opportunities,Official notification date is impossible; local voices favored; economics unknown,Tailor to operational examples and ignore the notification date until corrected.,2026-10-01
free-tier,ed-evt-devopsdays-tel-aviv-devopsdays-tel-aviv-2026,30-minute talk,The Cost Model Is Part of the Architecture,Dependency and cost risk in AI-enabled services,Local page supports exact 30-minute format and no-vendor-pitch positioning.,src-free-tier-src-dod-telaviv-propose,,3,2,5,,,50,48,upcoming/rolling routes to prepare for,"Official open-status conflict; language, travel/safety, and economics unknown",Do not rely on September 25 until the local page and global index agree.,2026-09-10
adaptive-systems,ed-evt-dors-cluc-dors-cluc-2026,conference talk,An Open Planner for Bounded Agent Systems,"Open-source policy engine for agent routing, budget, and authority",Regional route inspected; architecture/AI theme is relevant only with a real open-source project.,src-adaptive-systems-ev-dors-current,3,3,2,4,0,2,51,70,upcoming/rolling routes to prepare for,CFP status/deadline unverified; travel/lodging not covered; recording is CC BY-SA 4.0; open-source requirement is a barrier for the current fixture-only talk.,Exclude unless Dan has an open-source implementation and the organizer confirms the CFP remains open.,2026-09-08
retrieval,ed-evt-dutch-ai-conference-dutch-ai-conference-2027,40-minute adapted to unknown slot,The AI Terms Changed. The Engineering Problems Didn't.,"Practical, no-hype bridge from search/state/APIs/tests to RAG, context, MCP, and evals","Exact developer/architect audience; past program has RAG, vector-search, and MCP sessions.",src-retrieval-src-dutch-ai-cfp;src-retrieval-src-dutch-ai-rag;src-retrieval-src-dutch-ai-vector,5,5,5,5,5,4,99,96,verified actionable opportunities,FINALIST; event dates conflict within official page; duration unknown; topic saturation is high,Differentiate from implementation tutorials by making analogy boundaries and failure localization the central promise.,2026-10-01
judgment,ed-evt-dx-annual-dx-annual-san-francisco-2027,30-minute leadership adaptation; format unknown,Code Is Cheap. Judgment Is Expensive: Developer Productivity After Generation,"Argue that productivity programs must measure validated outcomes, escaped defects and maintenance burden rather than generated output.","CTO/VP and developer-productivity audience is exact, but speakers must have led major organizational change and use real data.",src-judgment-ev-ju-dx-past1;src-judgment-ev-ju-dx-past2,5,5,2,4,,4,75,90,2-upcoming-rolling,"Speaker call announced but not open; Dan's qualifying leadership role, organizational-change case and real data are unknown.",Monitor the announced fall call and exclude if the evidence requirement cannot be met.,2026-10-15
product-engineering,ed-evt-dx-annual-dx-annual-san-francisco-2027,30-minute leadership variant; format unknown,The Future of Product Engineering: Learning Faster Than You Generate,Frame product learning as the missing decision system around AI-driven developer productivity.,"Strong engineering-leader audience and AI/measurement themes, but narrower developer-productivity focus.",src-product-engineering-ev-pe-dx-past1;src-product-engineering-ev-pe-dx-past2,4,4,2,4,,4,64,90,2-upcoming-rolling,Speaker call not open; speakers must have led major organizational change and use real data.,Monitor the announced fall call; exclude if Dan cannot evidence qualifying organizational change.,2026-10-15
skeptic-education,ed-evt-educause-annual-conference-educause-2027-annual-conference,Presentation or online session,A Skeptic's Guide to Evaluating AI in Higher Education,Translate the talk into an institution-scale teaching-and-learning and pilot-governance decision framework,Strong audience and track fit based on 2026 teaching/learning and emerging-technology CFP; 2027 edition confirmed,,5,5,2,4,2,5,77,100,historical-monitor,No 2027 CFP; corporate education proposals historically need higher-ed co-presenter; presenter costs can be substantial,Prepare for likely 2027 cycle but re-verify all rules and dates; do not infer from 2026,2027-02-15
evidence-learning,ed-evt-educause-annual-conference-educause-annual-2026,30-40 minute online or in-person,Evidence of Learning in AI-Mediated Courses,Teaching-and-learning and institutional-technology implications of assessment validity,"Large relevant audience and flexible delivery, but 2026 is closed and the next edition is unconfirmed.",,4,4,0,4,3,5,67,72,historical fits to monitor for a new cycle,2026 CFP closed; corporate proposals may require institutional partner; 2027 unknown,Monitor the annual conference call page around the next official announcement; keep online and in-person as separate delivery choices.,2027-02-15
skeptic-education,ed-evt-elearning-africa-elearning-africa-2027,Interactive session,Whose Capability Does Educational AI Build?,"Adapt the framework to local capacity, sovereignty, teacher development, and measurable learning in African contexts","Cross-sector digital learning and policy audience fits, but local expertise is explicitly preferred",,4,4,2,3,1,4,66,100,upcoming-or-rolling,"Form status conflicts; African practitioners preferred; speakers fund travel, hotel, and EUR 790-890 registration; no African context supplied",Do not call open. Recheck the proposal portal and only pursue with a credible African collaborator/context and budget authorization,2026-10-01
judgment,ed-evt-engineering-leaders-conference-prague-elc-prague-2027,30-minute leadership adaptation; format unknown,Code Is Cheap. Judgment Is Expensive: Leading a Review-Constrained Team,"Focus on organizational capacity, skill development, ownership and outcome measures.","Engineering and product leadership audience is exact, but no public route or exact dates exist.",src-judgment-ev-ju-elc-past1;src-judgment-ev-ju-elc-past2,5,5,1,4,,3,70,90,3-historical-monitor,"No open CFP, exact dates, eligibility or economics.",Monitor the official site for a 2027 content route; partner pages are not speaker access.,2026-11-01
product-engineering,ed-evt-engineering-leaders-conference-prague-elc-prague-2027,30-minute leadership variant; format unknown,The Future of Product Engineering: From Output Teams to Learning Systems,"Focus on organizational ownership, product/engineering convergence and explicit tradeoff decisions.","Product and engineering leadership audience fits, but no public route or exact date exists.",src-product-engineering-ev-pe-elc-past1;src-product-engineering-ev-pe-elc-past2,4,4,1,4,,3,59,90,3-historical-monitor,"No open CFP, exact dates, eligibility or economics.",Monitor official site for a public 2027 content route; do not use partner channel as speaker access.,2026-11-01
evidence-learning,ed-evt-enrio-congress-enrio-congress-2027,40-minute adjacent integrity session,Human Evidence and Accountability in AI-Mediated Learning,Implications for institutional integrity practice,"Research integrity is adjacent, but the audience is primarily research-integrity offices rather than teaching assessment, and no CFP exists.",,2,2,1,4,,3,37,45,exclusions with reasons,No public speaker route; domain mismatch between research integrity and student assessment,"Exclude unless a future CFP explicitly includes teaching, assessment, or academic integrity in coursework.",
retrieval,ed-evt-european-chatbot-and-agentic-ai-summit-european-chatbot-and-agentic-,40-minute adapted to unknown slot,From RAGs to Retrievals: Learn the New Engineering Speak,Architecture bridge for conversational and agentic AI practitioners,"RAG, agentic AI, LLMOps, infrastructure, and human-AI collaboration are named topics.",src-retrieval-src-eu-chatbot-cfp;src-retrieval-src-eu-chatbot-home,4,5,2,5,,3,73,82,upcoming/rolling routes to prepare for,Official homepage conflicts with CFP page on open status and event dates; formats/economics unknown,Recheck the speaker form and event dates; do not rely on October 1 until status conflict is resolved.,2026-09-08
evidence-learning,ed-evt-european-conference-on-ethics-and-integrity-in-academia-eceia-2026-b,40-minute academic-integrity session,Stop Trying to Catch Students Using AI,European academic-integrity approach centered on assessment evidence,"Excellent subject fit, but the imminent 2026 edition has no verified open route and no 2027 edition is announced.",,5,5,0,5,,3,68,60,historical fits to monitor for a new cycle,No current public CFP; likely too late for 2026,Monitor the canonical conference page for a future edition and public call.,2027-01-15
benchmarks,ed-evt-eurostar-software-testing-conference-eurostar-2027,40-minute,Stop Looking at My Benchmarks—Get Your Own,A practical toolbox for choosing context-specific measures and turning failures into regression tests,"Theme emphasizes context, risk, choosing the right technique, AI, observability, and actionable practitioner takeaways",,5,5,5,5,,5,94,88,submit-next,Personal experience is expected; current duration and speaker terms unresolved,Confirm talk type/duration and prepare an experience-led abstract,2026-09-08
failure-improvement,ed-evt-eurostar-software-testing-conference-eurostar-2027,40-minute deck; resize after format confirmation,Automating Improvement From Failure: Tests That Remember What Broke,"Center regression prevention, reverse confidence checks, holdouts and retiring stale rules for quality engineers.","Theme explicitly welcomes failures, AI, automation and practical craft; prior program validates feedback-loop appetite.",src-failure-improvement-ev-fi-euro-past1;src-failure-improvement-ev-fi-euro-past2,4,5,5,4,,4,81,90,1-verified-actionable,Current duration and economics unknown; workshop would require new material.,Confirm the current talk duration in the submission form and submit a practitioner-talk proposal by September 30.,2026-09-12
parallelization,ed-evt-eurostar-software-testing-conference-eurostar-2027,40-minute deck; resize after format confirmation,"More Agents, More Confidence? Only If You Can Verify Them","Center correlated failures, adversarial verification, deterministic acceptance checks and selection cost.",Quality audience gives the verification half of the talk a strong home; orchestration and systems architecture are less central.,src-parallelization-ev-pa-euro-past1;src-parallelization-ev-pa-euro-past2,4,4,5,4,,4,76,90,1-verified-actionable,Current duration and speaker economics unknown; do not claim multiple agents are independent.,Confirm current talk duration and submit a verification-focused practitioner version by September 30.,2026-09-12
adaptive-systems,ed-evt-experts-live-uk-experts-live-uk-2027,45-minute talk,Bounded AI Agents in the Microsoft Estate,Governance and escalation for Copilot/agent workflows,"Some topical overlap, but audience is specifically Microsoft 365/Copilot operations.",src-adaptive-systems-ev-eluk-current,2,3,2,4,3,3,52,78,upcoming/rolling routes to prepare for,CFP not open and dates provisional; requires real Microsoft production story not supplied.,Exclude unless Dan confirms relevant Microsoft-estate experience; otherwise monitor only.,2026-10-01
benchmarks,ed-evt-expo-qa-expo-qa-2027,40-minute,Your Benchmark Is Lying: Build an Eval System From Real Failure,"Turn production failure classes into sliced acceptance criteria, calibrated judges, cost-per-success, and release gates","The 2027 theme explicitly asks for testing and validating AI systems, measuring quality in AI-driven development, and trustworthy AI software",,5,5,5,5,,4,89,90,submit-next,Must ground examples as illustrative unless real deployments are supplied; economics unknown,Verify speaker entitlements and tailor the existing 40-minute deck to quality engineering,2026-09-08
failure-improvement,ed-evt-expo-qa-expo-qa-2027,40-minute practitioner talk; confirm duration,Automating Improvement From Failure: A Regression Pipeline for AI Agents,Translate the failure-to-intervention hierarchy into quality-engineering vocabulary and demonstrate safe promotion.,"2027 theme and tracks explicitly cover AI validation, agent testing, automation and measuring quality.",src-failure-improvement-ev-fi-expo-past1;src-failure-improvement-ev-fi-expo-past2,4,5,5,4,,4,81,90,1-verified-actionable,"Exact duration, language and speaker economics unknown.",Check the form for talk duration/language and submit the regular-talk version by October 11.,2026-09-25
parallelization,ed-evt-expo-qa-expo-qa-2027,regular talk; confirm duration,Testing the Crowd: Verification Patterns for Multi-Agent Systems,"Explain why agreement is not proof and how tests, counterexamples, invariants and holdouts should select among attempts.",AI validation and agent testing are explicit; best fit is the talk's verification and selection section rather than its full architecture thesis.,src-parallelization-ev-pa-expo-past1;src-parallelization-ev-pa-expo-past2,4,4,5,4,,4,76,90,1-verified-actionable,"Exact duration, language and speaker economics unknown.","Confirm duration and language, then submit the verification variant by October 11.",2026-09-25
free-tier,ed-evt-finops-chicago-finops-chicago-rolling-meetup-route,30-minute virtual meetup,Building AI Products That Survive the End of the Free Tier,SaaS FinOps and cost per successful AI outcome,Only prior event is almost exact topical evidence and was online.,src-free-tier-src-finops-chicago,5,5,1,5,,1,68,50,upcoming/rolling routes to prepare for,Very small and nascent; no explicit speaker route or next event,Monitor for a second event and dated speaker invitation.,2026-12-01
free-tier,ed-evt-finops-connect-finops-connect-rolling-meetup-route,30-minute meetup talk,Building AI Products That Survive the End of the Free Tier,"How to build, run, and fund AI services without confusing free credits with durable economics",The group explicitly hosts virtual and in-person practical FinOps meetups and previously programmed AI cloud funding.,src-free-tier-src-finops-connect;src-free-tier-src-finops-connect-ai,5,5,3,5,,1,83,72,upcoming/rolling routes to prepare for,FINALIST; small reach; unclear whether 'hosting' includes proposing a talk; no formal CFP or date,Keep as low-friction community rehearsal route; seek a dated speaker invitation before action.,2026-10-15
free-tier,ed-evt-finops-foundation-virtual-summit-finops-foundation-virtual-summit-me,commercial member presentation,Building AI Products That Survive the End of the Free Tier,FinOps for AI and unit economics,Audience fit is high but access is tied to paid membership rather than editorial selection.,src-free-tier-src-finops-paid-placement,5,5,0,5,0,4,60,70,exclusions,PAID PLACEMENT; no payment authorized; separate commercial category,Do not pursue as a speaking opportunity under this research mandate.,
free-tier,ed-evt-finops-x-greenops-france-finops-x-greenops-france-rolling-meetup-rou,30-minute community talk,Construire des produits IA qui survivent à la fin du gratuit,A practical AI unit-economics and GreenOps discussion grounded in cost-to-serve,Large specialist community explicitly welcomes speakers across practitioner and vendor roles and maintains replays.,src-free-tier-src-finops-paris;src-free-tier-src-finops-paris-past,5,5,3,4,,3,83,75,upcoming/rolling routes to prepare for,"FINALIST; French delivery requirement unknown; contact route is organizer message, not a formal CFP; no outreach authorized",Confirm language capability and wait for a dated call or later authorization to use the public organizer route.,2026-10-01
skeptic-education,ed-evt-florida-online-innovation-summit-florida-online-innovation-summit-20,45-minute presentation with exercise,What Should an Educational AI Pilot Actually Measure?,"Use the worked example to distinguish tool use, assisted scores, and independent learning outcomes",Audience and format match; proposal explicitly asks about impact and measurement; archive contains human-in-loop and AI teaching-assistant sessions,src-skeptic-education-ev-073;src-skeptic-education-ev-074,5,4,5,5,2,2,84,100,upcoming-or-rolling,Must present an innovation/practice and how impact is measured; vendor status may trigger co-presenter rule; onsite costs unknown,Prepare a case-study version with explicit pilot metrics; verify Dan's vendor status and submit after 2026-09-28 by 2026-11-06,2026-09-28
evidence-learning,ed-evt-fort-wayne-teaching-and-learning-conference-fort-wayne-teaching-and-,40-minute adapted 45-minute interactive,"Show the Learning, Not the Typing","Faculty-ready redesign using diagnostic prompts, staged help, and transfer",Small regional teaching conference explicitly lists assessing student learning and says its 2027 CFP will open in October.,,5,4,3,5,2,2,79,69,upcoming/rolling routes to prepare for,"Regional/community opportunity; date, external-speaker eligibility, and costs unknown",Recheck in October; verify external eligibility and exact event date before preparing the 45-minute proposal.,2026-10-01
failure-improvement,ed-evt-global-ai-community-seattle-global-ai-community-seattle-2026-2027-se,30-minute meetup variant; duration to confirm,From Agent Failure to Regression Test,Use the deterministic demo and invite practitioner discussion about intervention selection and promotion gates.,Direct local AI/agent/tooling audience and a verified rolling route; smaller reach but good iteration venue.,,4,5,5,4,3,2,82,100,2-upcoming-rolling,Travel origin and individual meetup slot duration unknown.,Ask no organizer questions yet; prepare a concise proposal against one listed 2027 date after internal travel decision.,2026-10-01
parallelization,ed-evt-global-ai-community-seattle-global-ai-community-seattle-2026-2027-se,30-minute meetup variant; duration to confirm,Parallelize Uncertainty: Practical Patterns for Multi-Agent Work,"Use the six-pattern vocabulary as a community talk, with discussion around correlated failures, verification and stopping rules.","Direct AI-agent, infrastructure and developer-tool audience with a verified rolling route; suitable for iterating the talk.",,4,5,5,4,3,2,85,100,2-upcoming-rolling,Travel origin and individual meetup slot duration are unknown.,Choose a 2027 date after internal travel review and tailor the proposal to the listed agents/tooling topics.,2026-10-01
adaptive-systems,ed-evt-great-international-developer-summit-gids-2027,60-minute long talk,Building Adaptive AI Systems That Endure,"Expand the design into a 60-minute systems case study about constraints, governance, evaluation, and long-term policy evolution","Audience and CFP directly match software architecture, intelligent systems, platform engineering, reliability, and real-world tradeoffs.",src-adaptive-systems-ev-gids-past1;src-adaptive-systems-ev-gids-past2,5,5,5,3,4,5,94,94,verified actionable opportunities,International speakers are encouraged toward 60 minutes; requires real engineering experience and production grounding; support is discretionary/reimbursed after event.,Draft a 60-minute expansion plan and verify that Dan can truthfully satisfy the production-experience questions before submission.,2026-09-12
benchmarks,ed-evt-great-international-developer-summit-gids-2027,60-minute,Stop Looking at My Benchmarks—Build an Evaluation System for Your Product,"Extend the talk with an evaluation workshop: workload, rubric, calibration, routing, and release gates",Strong AI/platform/architecture audience and CFP preference for concrete tradeoffs and direct engineering experience,,5,5,5,3,4,5,96,91,submit-next,International speakers are encouraged toward 60 minutes; production experience must be substantiated,Decide whether a truthful 60-minute case-based expansion is viable,2026-09-08
